2.520282194018363953e-02,9.747971296310424805e-01
5.827087443321943283e-03,9.941728711128234863e-01
3.205216722562909126e-03,9.967947602272033691e-01
2.543262053222861141e-05,9.999746084213256836e-01
1.452537719160318375e-02,9.854745864868164062e-01
3.536636941134929657e-03,9.964633584022521973e-01
1.315449830144643784e-03,9.986845850944519043e-01
1.408967655152082443e-03,9.985910058021545410e-01
1.892330348491668701e-01,8.107669949531555176e-01
2.713319147005677223e-03,9.972866773605346680e-01
1.603184081614017487e-02,9.839681386947631836e-01
6.049976218491792679e-05,9.999394416809082031e-01
3.558487445116043091e-02,9.644151329994201660e-01
1.340277027338743210e-02,9.865972399711608887e-01
1.317950518568977714e-04,9.998681545257568359e-01
1.956617087125778198e-02,9.804338812828063965e-01
2.504454925656318665e-02,9.749554395675659180e-01
1.327666174620389938e-02,9.867233633995056152e-01
9.879002347588539124e-03,9.901210069656372070e-01
1.153541505336761475e-01,8.846458196640014648e-01
2.810570597648620605e-02,9.718942642211914062e-01
3.309637540951371193e-03,9.966903924942016602e-01
1.285468344576656818e-03,9.987145662307739258e-01
1.771904760971665382e-03,9.982281327247619629e-01
1.758310536388307810e-04,9.998242259025573730e-01
3.150813281536102295e-03,9.968492388725280762e-01
3.307961672544479370e-02,9.669204354286193848e-01
2.246695160865783691e-01,7.753305435180664062e-01
1.022977605462074280e-01,8.977022171020507812e-01
6.382946968078613281e-01,3.617053329944610596e-01
1.938741916092112660e-04,9.998061060905456543e-01
1.610480062663555145e-02,9.838952422142028809e-01
1.010747626423835754e-02,9.898925423622131348e-01
2.740153484046459198e-02,9.725984334945678711e-01
2.299444349773693830e-05,9.999769926071166992e-01
3.004989048349671066e-05,9.999699592590332031e-01
5.314387846738100052e-03,9.946856498718261719e-01
9.017744101583957672e-03,9.909822344779968262e-01
5.665670614689588547e-04,9.994334578514099121e-01
7.928752899169921875e-01,2.071246802806854248e-01
5.858648801222443581e-04,9.994142055511474609e-01
9.851548820734024048e-03,9.901484251022338867e-01
3.138769185170531273e-03,9.968612194061279297e-01
4.145851824432611465e-03,9.958541393280029297e-01
9.235377423465251923e-03,9.907646179199218750e-01
2.406228333711624146e-02,9.759376645088195801e-01
3.016723937321330595e-08,1.000000000000000000e+00
7.161470130085945129e-04,9.992838501930236816e-01
3.097721375524997711e-03,9.969022870063781738e-01
3.678609803318977356e-02,9.632139205932617188e-01
5.345894955098628998e-03,9.946540594100952148e-01
5.968785990262404084e-05,9.999402761459350586e-01
1.558008510619401932e-02,9.844198822975158691e-01
9.372279047966003418e-03,9.906277656555175781e-01
1.307954562435043044e-06,9.999986886978149414e-01
2.231131074950098991e-03,9.977688789367675781e-01
5.104447603225708008e-01,4.895552396774291992e-01
1.085555530153214931e-03,9.989144802093505859e-01
1.906375075577670941e-07,9.999997615814208984e-01
3.217546967789530754e-03,9.967824220657348633e-01
3.834796370938420296e-03,9.961652755737304688e-01
3.397182375192642212e-02,9.660281538963317871e-01
3.293258696794509888e-02,9.670674204826354980e-01
4.711604677140712738e-03,9.952883720397949219e-01
6.839205976575613022e-03,9.931608438491821289e-01
7.525687571614980698e-03,9.924742579460144043e-01
2.510445378720760345e-02,9.748955965042114258e-01
1.821853220462799072e-03,9.981781244277954102e-01
3.032772988080978394e-02,9.696723222732543945e-01
2.775417407974600792e-03,9.972245693206787109e-01
1.295639413001481444e-05,9.999870061874389648e-01
6.046969443559646606e-03,9.939530491828918457e-01
5.747583508491516113e-01,4.252416491508483887e-01
7.524505053879693151e-05,9.999247789382934570e-01
3.574981383280828595e-05,9.999642372131347656e-01
1.207884401082992554e-03,9.987921118736267090e-01
6.592011231987271458e-06,9.999934434890747070e-01
2.029911614954471588e-02,9.797008037567138672e-01
1.605368405580520630e-02,9.839463233947753906e-01
6.473109126091003418e-03,9.935269355773925781e-01
1.673744246363639832e-02,9.832625389099121094e-01
5.153231024742126465e-01,4.846768975257873535e-01
2.255603112280368805e-02,9.774439930915832520e-01
2.602890692651271820e-02,9.739710092544555664e-01
6.001561414450407028e-03,9.939984083175659180e-01
2.218843251466751099e-02,9.778115153312683105e-01
