9.433848261833190918e-01,5.661512911319732666e-02
1.341877272352576256e-03,9.986580610275268555e-01
9.629014730453491211e-01,3.709857165813446045e-02
1.278613135218620300e-02,9.872138500213623047e-01
9.809639453887939453e-01,1.903607882559299469e-02
8.676307201385498047e-01,1.323692202568054199e-01
8.932694196701049805e-01,1.067306399345397949e-01
6.343373656272888184e-01,3.656626045703887939e-01
2.265085931867361069e-03,9.977349042892456055e-01
9.764046669006347656e-01,2.359531633555889130e-02
9.799261689186096191e-01,2.007380872964859009e-02
4.340834170579910278e-02,9.565917253494262695e-01
9.849338531494140625e-01,1.506613194942474365e-02
9.744589924812316895e-01,2.554101683199405670e-02
1.837420910596847534e-01,8.162578940391540527e-01
9.613647460937500000e-01,3.863528370857238770e-02
9.670548439025878906e-01,3.294519707560539246e-02
9.753674864768981934e-01,2.463252097368240356e-02
9.643753170967102051e-01,3.562471270561218262e-02
9.221472428180277348e-04,9.990777969360351562e-01
9.261090755462646484e-01,7.389093935489654541e-02
8.407964706420898438e-01,1.592034846544265747e-01
8.883287906646728516e-01,1.116711869835853577e-01
4.831333085894584656e-02,9.516866803169250488e-01
3.051852285861968994e-01,6.948147416114807129e-01
9.358264803886413574e-01,6.417350471019744873e-02
9.071104526519775391e-01,9.288956224918365479e-02
9.629082342144101858e-05,9.999036788940429688e-01
7.907344028353691101e-03,9.920926690101623535e-01
1.701150089502334595e-01,8.298850059509277344e-01
7.197597622871398926e-01,2.802402377128601074e-01
9.157403111457824707e-01,8.425972610712051392e-02
1.575316935777664185e-01,8.424683213233947754e-01
9.605751633644104004e-01,3.942483663558959961e-02
7.361567020416259766e-01,2.638432681560516357e-01
3.869944214820861816e-01,6.130056381225585938e-01
2.642212808132171631e-01,7.357786893844604492e-01
8.317731618881225586e-01,1.682267785072326660e-01
8.013373613357543945e-01,1.986626088619232178e-01
3.350263535976409912e-01,6.649736762046813965e-01
1.564898714423179626e-02,9.843510389328002930e-01
6.121804118156433105e-01,3.878196179866790771e-01
1.011634767055511475e-01,8.988365530967712402e-01
9.109036922454833984e-01,8.909625560045242310e-02
9.734851121902465820e-01,2.651487663388252258e-02
9.186090230941772461e-01,8.139099180698394775e-02
1.270671933889389038e-02,9.872932434082031250e-01
6.051156520843505859e-01,3.948843181133270264e-01
8.549515769118443131e-05,9.999145269393920898e-01
9.862924814224243164e-01,1.370746362954378128e-02
7.765716314315795898e-01,2.234284132719039917e-01
4.459154009819030762e-01,5.540845990180969238e-01
7.977367937564849854e-02,9.202262759208679199e-01
9.738138914108276367e-01,2.618607133626937866e-02
6.893699173815548420e-05,9.999310970306396484e-01
9.511110186576843262e-01,4.888902604579925537e-02
2.328492254018783569e-01,7.671507596969604492e-01
9.826412424445152283e-03,9.901735782623291016e-01
3.197143319994211197e-03,9.968028068542480469e-01
7.758995634503662586e-04,9.992240667343139648e-01
8.815258741378784180e-01,1.184741780161857605e-01
9.769572019577026367e-01,2.304272539913654327e-02
9.525435566902160645e-01,4.745648056268692017e-02
9.167832732200622559e-01,8.321677148342132568e-02
9.740155935287475586e-01,2.598443627357482910e-02
9.754809141159057617e-01,2.451911754906177521e-02
1.629702863283455372e-03,9.983703494071960449e-01
9.400856494903564453e-01,5.991439893841743469e-02
9.851835966110229492e-01,1.481640432029962540e-02
6.126916781067848206e-02,9.387308955192565918e-01
1.376659725792706013e-03,9.986233711242675781e-01
9.858975410461425781e-01,1.410243101418018341e-02
2.547774277627468109e-02,9.745222926139831543e-01
8.158097863197326660e-01,1.841902136802673340e-01
3.982043417636305094e-04,9.996017813682556152e-01
8.468281030654907227e-01,1.531718969345092773e-01
1.865221187472343445e-02,9.813477993011474609e-01
7.450407138094305992e-04,9.992548823356628418e-01
9.326888322830200195e-01,6.731115281581878662e-02
7.742782235145568848e-01,2.257217466831207275e-01
8.898170590400695801e-01,1.101829335093498230e-01
3.130241334438323975e-01,6.869758963584899902e-01
9.821297526359558105e-01,1.787023246288299561e-02
8.064720034599304199e-01,1.935280412435531616e-01
9.616154432296752930e-01,3.838456794619560242e-02
9.851468205451965332e-01,1.485315803438425064e-02
9.714009761810302734e-01,2.859903685748577118e-02
9.033724069595336914e-01,9.662755578756332397e-02
3.527131378650665283e-01,6.472868919372558594e-01
9.814702868461608887e-01,1.852975599467754364e-02
1.692585796117782593e-01,8.307414054870605469e-01
7.129713296890258789e-01,2.870286405086517334e-01
5.226919311098754406e-04,9.994773268699645996e-01
9.856658577919006348e-01,1.433410588651895523e-02
9.837822318077087402e-01,1.621779240667819977e-02
9.276834130287170410e-01,7.231654226779937744e-02
2.713668942451477051e-01,7.286331057548522949e-01
8.315341174602508545e-02,9.168465733528137207e-01
5.997775495052337646e-02,9.400222301483154297e-01
7.170405387878417969e-01,2.829594612121582031e-01
9.404318332672119141e-01,5.956814438104629517e-02
3.857065621559740975e-06,9.999961853027343750e-01
1.088698511011898518e-03,9.989112615585327148e-01
9.680424928665161133e-01,3.195755928754806519e-02
8.620382547378540039e-01,1.379617899656295776e-01
9.842718243598937988e-01,1.572824269533157349e-02
4.108863696455955505e-02,9.589112997055053711e-01
8.602601289749145508e-01,1.397398710250854492e-01
1.244675889611244202e-01,8.755323886871337891e-01
4.677646234631538391e-02,9.532235264778137207e-01
8.519483208656311035e-01,1.480516791343688965e-01
4.602686688303947449e-02,9.539731144905090332e-01
8.867232203483581543e-01,1.132768243551254272e-01
2.282803179696202278e-03,9.977172613143920898e-01
5.752380937337875366e-03,9.942475557327270508e-01
9.488600492477416992e-01,5.113988742232322693e-02
9.790493249893188477e-01,2.095070481300354004e-02
